"User","Location","Date of Review","Review Title","Review"
"PhilipinoRabbit","Oregon","May 7, 2013","Very nice Park in middle of city","The People's Park is a must see if you are in Davao.It's a very large city block ,or larger, gated park. You have to go through security-no weapons or cigarettes as Davao is pretty much smoke free. The park has a circular walk along the perimeter with ponds, waterfalls, a large collection of different trees from all over asia and a sitting area and water show (some nights). During Christmas season they have a synchronized light and music and water show. It also has a kids play area. Very nice to stroll around in the evening with plenty of good restaurants nearby."
"docferry","Manila, Philippines","March 25, 2013","A place to relax","People`s Park is within the city proper. One can sit and relax and enjoy the weather. Its for free so no need to worry about expenses."
"charitoyara","Quezon City, Philippines","March 20, 2013","People's Park, Davao City","nothing much to see, except food vendors, the park is over rated, nothing exciting, foods sold by vendors are mostly junk foods."
"hrh_en-ar","makati","March 17, 2013","surprising experience","what surprised me in this park is that it has...bag inspection before you enter. :) the park is okay; it's not that big. it has man-made waterfalls"
"466Neo","Davao City, Philippines","March 17, 2013","A nice place for people with limited funds","I do think its worth visiting but more for the learning about Davao and its citizen than for the place itself. Toilets are really nasty, but the park has value as a relaxing place where people from all classes can meet. There is no fee´s"
"Orlando, Florida","Orlando, Florida","March 6, 2013","Worth a Quick Visit.","It’s a small but interesting park in the center of Davao City, Entry is free but everyone is security searched on entry. Lots of trees, quiet areas and places for children to play. There are also lots of larger than life painted sculptures by the renowned Davao artist and Kublai Millan."
"Janarthani A","Petaling Jaya, Malaysia","December 21, 2012","Lively place for a morning jaunt","I happen to rent a room very near the People's Park. It is such a hive of activities on Saturdays and Sundays. There is an aerobic session which has 300 people dancing and enjoying themselves.  It is quite small for a green lung in the city but you feel relatively safe. It is constant full of people, the security is pretty tight. The amenities are wanting, the toilets need to be maintained better. "
"sweetliar","Chicago, IL","December 21, 2012","Hanging out with friends","It's new! Did not realize this existed in the heart of Davao. There were plenty of areas that friends can just wander around, lovers to cozy up to each other whispering sweet nothings. Security checks each person entering the premises. Secure."
"charcieldavao","Davao City, Philippines","December 19, 2012","Speaks for the rich culture of Davaoenos","Clean, Forest in the city, and wonderful art work of famous kublai can be seen in this place, playground that would kids surely njoy for free, plenty of seats that relax your mine and have some snacks while seeing plenty of visitors use to walk around, lovely music everywhere, and the most important is very safe, police visibility in area,no smoking, tight security check upon entrance makes everyone to feel more comfortable during their visit. Bringing of food is allowed but no sharp or deadly weapons allowed, and clean your own mess as courtesy to the next user and to the mgt of the park as this park is free of entrance and all amenities so let's be responsible and sensitive while you visit here."
"MijnlieverdFH","Amsterdam","December 6, 2012","Great place to be, safe and relaxing","A clean and pleasantly beautiful place for everyone.  There is a scheduled opening time and this make sure that the park is cleaned and readied for the next batch to come in the later afternoon. Everyone feels safe. The guards checked whoever comes in.  Beautiful place. Be sure to bring your camera"
"Yolanda F","Quezon City, Philippines","November 28, 2012","Impressive Public Park worth visiting","The park is located beside the Apo View Hotel and open till nightime. It is free of charge and offers the public a view of amazing and wonderful display of artworks and sculptures."
"suyen l","singapore","November 22, 2012","good location for a family get together","the place is child friendly this is the cheapest place to stay with the family and have adry picninc there"
"CheParacuelles","Davao City, Philippines","November 20, 2012","A place for all people","A forest in the City does exists? Yes, it does! The People's Park in Davao City is a forest in the city where you can enjoy to take a look at if you are a tourist in Davao. The different varieties of growing trees which will give shades when you stroll the area, the artificial waterfalls will enchant you to take a picture. And if you get tired of strolling around, the benches are all over waiting for you to take a rest, enjoy the scenery and see the locals enjoying the park's view as well. You can also have a picnic there, just ensure to bring your own and that you clean up your mess and throw it properly in the garbage bins visible within the park. The place is free for everyone :)"
"Davao City, Philippines","Davao City, Philippines","November 17, 2012","Perfect place to jog","I am living 100 meters away from this park. And i could say that this is the perfect place for me to jog. Spent 30 to 60minutes twice a week here. Sadly, the park will open 5:00am everyday. I will give EXCELLENT rating if they will open the gate at 4:00am. "
"aki0618","Manila, Philippines","October 28, 2012","nice place to jog","yes and you will enjoy as there many people jogging in this place. they open early so convenient and clean...oh got clean rest room as well"
"Greg48","Meriden, Connecticut","October 28, 2012","A reall kick","it could be me-- but the People's pPark in Davao has just the right combo of tackiness and fun to make it a great place to go on a family outing. I was there alone and without family, but seeing the oversized statues, the families...More"
"Zhira T","Makati, Rizal, Philippines","October 18, 2012","the Park","it was the first ever park i when in to with guard who will ask for an identification card and check your bags. the place was clean and peaceful."
"yazhel","Davao City, Philippines","October 3, 2012","good for jogging","nice place, nice security, nice music, everyone can definitely enjoy the place, but nothing spectacular really"
"Perry H","Cebu City, Cebu City, Philippines","September 20, 2012","Nice Place to Relax","Visited the park before I go back to Cebu last Sunday. It is very clean and it's a nice place to sit down and talk with your friends and take some pictures :P"
"Lara D","Cavite City, Philippines","September 19, 2012","Nice park","I thought it was just like any other ordinary park here in Manila. But it's not. It's bigger, nicer and more entertaining. They have statues, waterfalls, nice lights. Great place to unwind."
"sleep00walker","Vienna, Austria","September 18, 2012","Fairy tale","The best city park I have seen in the Philippines decorated with Kublai Milan's cute statues. Dont miss to visit it !"
"Victoria, Canada","Victoria, Canada","September 17, 2012","Free for all, just mind the opening hours!","This park is nice, with larger than life statues, a great place to hang around with friends. Mind the opening hours which are strange.. they are written on the fence.. something like 5am-9am and 9pm-midnight. If you get stuck outside there's some pretty good Ihaw-Ihaws...More"
"JollyBee2012","Berlin, Germany","August 24, 2012","Army training course","This so called park has nothing in common we the ""western"" definition of a park. No good place to relax at all."
"Ken S","Diss, United Kingdom","August 20, 2012","An oasis in a busy city.","Quite a unique place. I love the local wooden figures. There are some great flowers & plants. It is an oasis in a busy city."
"dhezabear","Manila","August 18, 2012","Park for the people.","Safe and clean! Great way to spend a sunny breezy afternoon with a loved one. Too bad it rained when we visited the place!"
"stevemobeman","Lakeland, Florida","August 5, 2012","Delightful Visit","Peaceful, beautiful, quiet all describe this park in the middle of a busy city. Many people attending, but so spacious that never feel crowded."
"Lei P","Taguig City, Philippines","July 22, 2012","Free Showcase of Davao Culture!","No entrance fee and the place's full of arts showing Davao's culture. The best part is you can feed the pigeons with Fita or Eggnog. That alone is so relaxing and fun!"
"hlim34","Manila, Philippines","July 14, 2012","very clean and orderly","it was very clean and well maintained. there are lots of statues that you could take pics of or you could just relax and go people-watching. nice place to while the time.."
"aki0618","Manila, Philippines","July 11, 2012","love it","close to where we stay... nice place for jogging, clean restrooms and i feel safe inside"
"Dumaguete City, Dumaguete, Philippines","Dumaguete City, Dumaguete, Philippines","July 6, 2012","Clean n' Green Park","One of the cleanest and greenest park I've ever visit, no entrance fee yet with security guard and person in-charge maintaining the park's cleanliness. There, you have views to take your pictures, you'll really enjoy. We have so fun in there."
"miles101366","Manila, Philippines","June 22, 2012","huge park in a circle shape","a non smoking park, local can do aerobics and jogging inside the park..playground is safe for the children. and pigeons flying free inside the park.."
"Ed I","Davao","May 29, 2012","Nice place for couples and picture taking.","I like the access to it, even tho it opens a little late in the day."
"3052240"," ","May 28, 2012","It's amazing at night!","You can take many great photos, it's a great place to hang-out with your friends and family. And it's free!"
"maia_cyllene","Cebu City, Philippines","May 24, 2012","The WALK","Davao trip is not complete if you miss visiting their People's Park. It is a park in the center of the city. A good place to stroll with family on Saturdays and Sundays. They have gardens with gazebos where you could enjoy your simple picnic...More"
"Angel A","Manila, Philippines","May 14, 2012","People's Park","Well, the park was quite ordinary. It didn't really have the wow factor."
"mzzyap8","Philippines","April 23, 2012","Aptly named: People's Park in Davao City:)","Look, anywhere the city government maintains a ""beautified"" park for the enjoyment of residents and visitors alike, get an A+ grade from me:) Just take note of the park's schedule I attached here before you go. By the way, you are NOT allowed to bring...More"
"dianne_tjm","Central Florida, Florida","April 15, 2012","nice typical park,","this park is big and i enjoyed my strolling time here. we went here after our dinner at fridays and walikng around here helps us to loose our dinner..theres a lot to see here and my frendz and were having fun about the statues.. outside...More"
"Polomolok, South Cotabato, Philippines","Polomolok, South Cotabato, Philippines","April 23, 2011","Relaxing place in the heart of the city","Though I have been to Davao many times but I never visited that place except for my last visit because a friend of mine insisted. The park was a child friendly. I love the rainbow color of the floor when you reach entrance. The sculpture of eagles and children playing was nice. People there, loved to sit and listen to the music played in the park.   They are strict with their security. You can't bring bottled water or a cigarette, lighter. You must leave it at the entrance and claim it when you decide to leave the park. Well, someone who is new to Davao must visit this place. Its just around the downtown, near to the restaurants and hospitals."
